seed,run_id,method,learning_rate,config_fingerprint,refresh_step,interval_index,layer,beta_train,beta_source_interval,beta_raw_previous,beta_update_accepted,beta_fallback_used,beta_fallback_reason,previous_beta_train,numerator_previous,denominator_previous,previous_interval_n_steps,accepted_update_count,fallback_count,trace_A,trace_G,trace_F,beta_scaled_trace_F,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,H_beta1_mean,H_beta1_q10,H_beta1_q50,H_beta1_q90,H_fro_ratio_vs_beta1,H_hash,H_hash_copy,H_beta1_hash,H_beta1_hash_copy,H_stats_digest,H_beta1_stats_digest,beta_algorithm_active
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,0,conv1,1.0,,,False,False,initial,1.0,,,0,0,0,3.14047908782959,0.0001600001414772123,0.000502477098358961,0.000502477098358961,0.12777050188742578,0.13205590320786348,0.0242364089936018,0.4002205431461334,0.03381606731563807,0.03495381027460098,0.05770395137369633,0.1268327534198761,0.36839202046394326,0.12777050188742578,0.03381606731563807,0.05770395137369633,0.36839202046394326,0.9999999999995697,79af817690e2b02b886de10ef1a77e6ee8a4809437fca404a9bfc52bee26c868,79af817690e2b02b886de10ef1a77e6ee8a4809437fca404a9bfc52bee26c868,79af817690e2b02b886de10ef1a77e6ee8a4809437fca404a9bfc52bee26c868,79af817690e2b02b886de10ef1a77e6ee8a4809437fca404a9bfc52bee26c868,29f6a8c44420ac8ee0ffd46e029bebce7cbc1b30d75176c0e0d644fa1d072492,09d6947eab66f5ec85984bbb89ae1fe2360fa4efb31674995d78e91aac067823,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,0,conv2,1.0,,,False,False,initial,1.0,,,0,0,0,13.789117813110352,0.0003200028440915048,0.004412556917708144,0.004412556917708144,0.02205550540429299,0.08384752522140099,0.00048000793321989477,0.8317086100578308,0.0008003784460015595,0.0014124373265076429,0.0029792150016874075,0.007765520713292062,0.036443356424570084,0.02205550540429299,0.0008003784460015595,0.0029792150016874075,0.036443356424570084,0.9999999999998307,03d5eca9d7189d0ab378ef42b7260bc27e013a86f40d58bb77986a101e44ca70,03d5eca9d7189d0ab378ef42b7260bc27e013a86f40d58bb77986a101e44ca70,03d5eca9d7189d0ab378ef42b7260bc27e013a86f40d58bb77986a101e44ca70,03d5eca9d7189d0ab378ef42b7260bc27e013a86f40d58bb77986a101e44ca70,213d329a9de8bb61606646a8ad95c9581d3e02ed799068b3982a60a708b94697,4b5d95965810e664215d893418ea4d1495ef00d723c6bc4078152ac16873266c,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,0,fc1,1.0,,,False,False,initial,1.0,,,0,0,0,45.48963165283203,0.0012824676232412457,0.058338979787927236,0.058338979787927236,0.003585194755807704,0.02835422638120063,4.8109100134752225e-06,0.9560893774032593,1.6378116561099888e-05,0.00014390569776878692,0.0005422421963885427,0.0014727845846209675,0.003421448078006506,0.003585194755807704,1.6378116561099888e-05,0.0005422421963885427,0.003421448078006506,0.999999999999922,286be4666eded8f1c1a23b2f65d9f02c76c6970bb6bae78eb8fffbb870fb8442,286be4666eded8f1c1a23b2f65d9f02c76c6970bb6bae78eb8fffbb870fb8442,286be4666eded8f1c1a23b2f65d9f02c76c6970bb6bae78eb8fffbb870fb8442,286be4666eded8f1c1a23b2f65d9f02c76c6970bb6bae78eb8fffbb870fb8442,90964ba373e69c7c356b0681a99b061f573cb1343dae3792766aa70925342830,991df530ac7ff22d816014f6ab84cf4a25163fa616aeb8d6f78d51c7f525aa45,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,0,0,fc2,1.0,,,False,False,initial,1.0,,,0,0,0,1.7096904516220093,0.00011373334564268589,0.00019444881507632572,0.00019444881507632572,0.004551988365793907,0.0446380594646296,5.740497272199718e-06,0.516076385974884,7.069127468639636e-06,5.533669718715828e-05,0.00027902767760679126,0.0006395657255779952,0.0015752283274196091,0.004551988365793907,7.069127468639636e-06,0.00027902767760679126,0.0015752283274196091,0.9999999999993794,a3e2894a927ceca3c268b44766ce8f9ca4c814f5068a2ae02268fa284eebe218,a3e2894a927ceca3c268b44766ce8f9ca4c814f5068a2ae02268fa284eebe218,a3e2894a927ceca3c268b44766ce8f9ca4c814f5068a2ae02268fa284eebe218,a3e2894a927ceca3c268b44766ce8f9ca4c814f5068a2ae02268fa284eebe218,a6397978f869951374447ade00b984ded9689ca84658e25b2af3a8f8a0ee3a3d,0adc1eae5a9a324d29beabcb8ebc55b94e0bb7df85271c53c96c241835cdd9d4,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,50,1,conv1,1.8237893651159869,0,1.8237893651159869,True,False,none,1.0,0.045820619410070644,0.025123854917948052,50,1,0,3.141551971435547,0.00016000079631339759,0.0005026508170896116,0.0009167292145748948,0.1934398969169706,0.17724960894679437,0.04333863407373428,0.5492207407951355,0.060138403996825227,0.06204002723097801,0.10053642466664314,0.20948830619454384,0.5154008090496061,0.12779104680521414,0.03390352949500084,0.057770540937781334,0.3684228628873823,1.4274978110285754,9d391064e35354f5177b496a9037d9061b35a19abd438d322f253ed0e7696915,9d391064e35354f5177b496a9037d9061b35a19abd438d322f253ed0e7696915,a07b63153c108f4e3afffd3549581f11506dc832ef2bbb906158c94a40990d84,a07b63153c108f4e3afffd3549581f11506dc832ef2bbb906158c94a40990d84,9d744b5d4a125e10fa8a00d52c7cf813461f98f205795a04a8399fad27c041a6,7a97e4ded64cdf7c6df0b54c63d6cd840dee9d8ac9ab4bd4813362863fe52bf3,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,50,1,conv2,0.5628071267755884,0,0.5628071267755884,True,False,none,1.0,0.12417092402945334,0.22062784588540718,50,1,0,17.46795654296875,0.00032000907231122255,0.00558990456848818,0.003146038129140568,0.017549471844132972,0.07560749780934055,0.000331398710841313,0.7781170606613159,0.0005126009578816593,0.0009095284767681733,0.0018682036316022277,0.004995040246285498,0.022383088059723378,0.025470104681228584,0.0009104306751396507,0.0033146279165521264,0.03909075558185578,0.8105649363317403,35790fb76f94fc2d779a13f914927d8e298c91c701ac5a49c853911a2f3b81e4,35790fb76f94fc2d779a13f914927d8e298c91c701ac5a49c853911a2f3b81e4,e97f0feca569c82c0fc02831dbc3789391450366a3a8bff475669d7d90067651,e97f0feca569c82c0fc02831dbc3789391450366a3a8bff475669d7d90067651,a86470fa3ee7e21cd18601d66f6b02de445970668bf48bcb4d8f0ef15c13a470,842703310462eaa56c2b609898ca1156c5e90c266047e2ebeb53e49193b1aeb3,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,50,1,fc1,0.17053721278744696,0,0.17053721278744696,True,False,none,1.0,0.4974483504948157,2.916948989396362,50,1,0,386.9886474609375,0.0012840775307267904,0.49692342685094104,0.08474393618394627,0.004135464266798347,0.03715376285240204,2.305274620084674e-06,0.9703336954116821,1.828776476031635e-05,5.328414044925012e-05,0.000178645430423785,0.0005186777125345543,0.001442586479242891,0.012357865252790435,0.00010722667502705008,0.0010466357343830168,0.008400131575763225,0.5168395982722065,4197340327509ce86bfab39bde37b76773b0a494bec7440fd519cfd865e735e4,4197340327509ce86bfab39bde37b76773b0a494bec7440fd519cfd865e735e4,44d55b9060384ecfe836334d90f515b71dd3ceda90c0bb08cbf2192a39508486,44d55b9060384ecfe836334d90f515b71dd3ceda90c0bb08cbf2192a39508486,64318d09e0fb98c2c311554d6f3d235081732a242d3b09ff921ffe2f0d078068,f74d984638dda8c3e64771990a475204f37ad7e58f2324a0ac8ba5997807b0ae,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,50,1,fc2,11.973335964570335,0,11.973335964570335,True,False,none,1.0,0.11641004954107285,0.009722440753816286,50,1,0,40.23111343383789,0.00011393414752092212,0.004583697612901838,0.05488215147927277,0.08761588445543235,0.18593543153434008,6.851201760582626e-05,0.9966585636138916,7.989144214661791e-05,0.007162317051552236,0.01706549245864153,0.04965668637305498,0.271776559948922,0.021320808413263014,6.67293470542063e-06,0.0014479373930953443,0.030228054337203623,2.1433012194562315,34d31c7e786c756bb7ecdf9991774c6e4c2970ae4c6f740a762f4b7b883c7e0a,34d31c7e786c756bb7ecdf9991774c6e4c2970ae4c6f740a762f4b7b883c7e0a,55233b68539c4c5ccf06edf5a97bb987cfbbd3c5c905d1f54525b8e02b174013,55233b68539c4c5ccf06edf5a97bb987cfbbd3c5c905d1f54525b8e02b174013,9641ab87014cc088f7ea7b333b6f617d94f993a00b86f03b870bc2b0d66ebe9a,e7a283e5bcb77d34bbe18472d4ec678a0c4da76cff2dfaad1975b8436c0220e1,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,100,2,conv1,1.3869805525982886,1,1.3869805525982886,True,False,none,1.8237893651159869,0.03485834540254654,0.02513254085448058,50,2,0,3.141097068786621,0.00016000440518837422,0.0005025893681301491,0.0006970816795391788,0.16096684206277134,0.15746745824423514,0.032961051911115646,0.48222678899765015,0.04589733369648457,0.04744700714945793,0.07780120894312859,0.1669853776693344,0.4473489463329313,0.1276047162245959,0.03352468237280846,0.057348959147930145,0.36857350468635536,1.2242226216161325,cd7acc8eac610ac3f4ccb93810beffa6beb9540b7a3a8e3c882473c5698e6eb5,cd7acc8eac610ac3f4ccb93810beffa6beb9540b7a3a8e3c882473c5698e6eb5,21a16872547cb3967ef7c800ba3f4d00ac5e1a9c68a63f2dd92b025280bf0fa5,21a16872547cb3967ef7c800ba3f4d00ac5e1a9c68a63f2dd92b025280bf0fa5,44aeea13db8a24959ff8c746a0645b4e91150230b61002043bdc79d6b36db204,5bb25bf4cc72fe91862c5de40938017cee1b98098671d0fa42baec03e146e016,True
123,dp_fisher_wiener_adaptive_beta_alpha0p50_adam,dp_fisher_wiener_adaptive_beta,0.001,e26fe49698c962feabd173bb549a01a7bb961c05b301e53a307778215cd862ec,100,2,conv2,0.14313161510048236,1,0.14313161510048236,True,False,none,0.5628071267755884,0.04000460345726391,0.279495228424409,50,2,0,23.227970123291016,0.0003200230421498418,0.007433485661821226,0.0010639668086027503,0.008236521481388802,0.04813798408633881,9.822019637795165e-05,0.5480430126190186,0.0001403013215167448,0.00024584064522059634,0.0005194221157580614,0.00140362189267762,0.006787166465073824,0.029304842477258404,0.0009794033248908818,0.0036177330184727907,0.04556756690144539,0.4585690590696905,822e6da78624e1547a33819c8ebfe0cb7223d1943d6a708efd9064ff0c93545c,822e6da78624e1547a33819c8ebfe0cb7223d1943d6a708efd9064ff0c93545c,d86fbb44f4cc94b7d9c41dc7f71a0a010b067495a19c669fea90e62828de76c3,d86fbb44f4cc94b7d9c41dc7f71a0a010b067495a19c669fea90e62828de76c3,818fa14b64fcbb6a6e3158f1ed8b1c91ae0bd556f4b833d407da05d584a469b3,83e10aa8718fa8bfdf0054a22f86d4ca7b441e781ea5557f1d2a2e1088d029d7,True
