clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,cos_method_adam_noisy,cos_method_adam_current_noise_off,noise_degradation_method,method_direction_norm,method_direction_norm_current_noise_off,method_clip_cosine,loss_progress_adam,loss_progress_method,loss_progress_current_noise_off,candidate_loss_adam,candidate_loss_method,candidate_loss_current_noise_off,method_update_norm,seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,batch_hash,noise_hash
1.0,0.0007549980073235929,0.0001455014976925707,0.19271771655988626,1063.504150390625,1387.222412109375,1664.460205078125,1780.05810546875,0.0006007974734529853,0.0007208649767562747,0.0009402883588336408,0.0001185086730401963,0.012943672016263008,0.7304717302322388,0.2564660608768463,0.9806552698795143,0.9992898495117788,0.0007101605420204573,0.19574279464888136,0.13142267167590296,1.899600653008194,1.897935625156794,1.9042952669846338,0.45487619806971036,0.0692450628640139,0.01143426536832569,0.18969589744495977,0.17826163207663406,454.8762003805798,428.8063463292187,0.9806552697225235,0.19698230500789304,0.021001745147336947,0.1707986952949843,2.226597785949707,2.2992329597473145,2.235546588897705,0.45487619806971036,7,dp_kfc_adam,1,1,2.308786153793335,,,True,3d815f4a74928f497f631038d1969090bfdb5fb01885874cb3811426644951a0,33474ec4c6ad409c08769e9e100ef963f9963f858c7ac62a04ce081b49775efd
1.0,0.0007660777773708105,0.0001582871875338645,0.2066202582146792,1013.2186889648438,1358.954345703125,1655.4080810546875,1876.9769287109375,0.0006040812004357576,0.0007358622387982905,0.0009869540808722377,0.00012132889969507232,0.013136781752109528,0.7303246855735779,0.2564171552658081,0.9698944127440393,0.9992835711699589,0.000716445021574894,0.2435258264066078,0.13569034766918983,1.897746370888447,1.897935625156794,1.90275802451148,0.3223960123139054,0.0714936512443137,0.022801570469501094,0.05643360173502657,0.03363203126552547,322.3960123351929,307.2573619439472,0.9698944131020725,,,,,,,0.3223960123139054,7,dp_kfc_adam,2,1,2.3076934814453125,,,False,98eb5e6e10447bf9b7c127da95c28bfde6022849d4c69f1002d6bb7fc61b983a,71458c7972bd95410714c06e58bc0b7519893ab157bea9c09a3845e70a33473b
1.0,0.000766950601246208,0.00015391568591259294,0.20068527238976985,988.3956909179688,1353.908935546875,1670.64501953125,1833.6651611328125,0.000598571146838367,0.0007386025972664356,0.0010117415804415941,0.0001197809397126548,0.01311710849404335,0.7232760190963745,0.2634871006011963,0.9712275744867414,0.9992671255438025,0.0007328906160662132,0.23815330893319542,0.147055561058054,1.9036788933260214,1.897935625156794,1.9089199117589055,0.2636614167351355,0.07748184875650238,0.02950752259085786,0.04455660222219513,0.01504907963133727,263.6614167487372,250.5501883253007,0.9712275748021768,,,,,,,0.2636614167351355,7,dp_kfc_adam,3,1,2.2981507778167725,,,False,86a0a309019d5860c9cb4a25cdd62796b019c92d7ec0a886b7861bfb547f29b9,5d7b0df36785507f12ecf4a4cd002e3e254b6ebf9430ffc16a4ca21db1802fa3
1.0,0.0007611654000356793,0.0001583576741764883,0.20804634809493752,1043.99560546875,1375.918212890625,1696.4300537109375,1883.9552001953125,0.0005894734058529139,0.0007267879555001855,0.000957871787250042,0.00011874046322191134,0.013047100976109505,0.7226045727729797,0.26422959566116333,0.9675277748273037,0.9992857982847312,0.000714219135309396,0.2527647224926819,0.13831725153360383,1.8934285700288274,1.897935625156794,1.8978623192125021,0.22950478357793755,0.07287773605182428,0.033354348651197956,0.0462698604002416,0.012915511749043644,229.50478358703032,217.01494047328137,0.9675277739490252,,,,,,,0.22950478357793755,7,dp_kfc_adam,4,1,2.2846949100494385,,,False,205bb8c09e2a5d148b0b833b7e3c4830242173c5223bf8dd931d59583f33760e,0c7b8e69fef9d30862e49825d53ab7bb4636176906dfb3dc0469788d2ff7c128
1.0,0.0007716038962826133,0.00016577086526712236,0.2148393388275787,987.1583251953125,1361.159912109375,1667.548828125,1894.2523193359375,0.0005996840191073716,0.0007346677593886852,0.0010130626615136862,0.00012325889838393778,0.013336196541786194,0.7185037136077881,0.26803678274154663,0.9642337930882865,0.9992444268131677,0.0007555947730927837,0.265053187616245,0.1347027662850237,1.8982049599076578,1.897935625156794,1.902335329270327,0.20650950544267113,0.07097330620675005,0.040649285089472055,0.0498634056374705,0.009214120547998444,206.5095054454189,194.84779614302025,0.9642337928832949,,,,,,,0.20650950544267113,7,dp_kfc_adam,5,1,2.264760732650757,,,False,339ea13d75d0f893a0c1833eb68ed421a11354a12f3fbd78228e67b172c9f57b,912a495853db91dc0d60819e825d225c490502dc5c20ade3594cacfc13c6e8d4
1.0,0.0007457921747118235,0.00014971141465091976,0.2007414732389531,1056.521728515625,1413.8153076171875,1662.03564453125,1857.9219970703125,0.0006016718689352274,0.0007073062006384134,0.0009465740295127034,0.0001224771694978699,0.013225989416241646,0.7180598974227905,0.26859164237976074,0.971602004499614,0.9992988967949101,0.000701117792780815,0.23662109975974208,0.1361546273641171,1.8961421260485711,1.897935625156794,1.9004130650336257,0.18960238263139548,0.07173827476513973,0.044181870316622164,0.05406469952289235,0.009882829206270184,189.602382639428,178.8053640094533,0.971602004514084,,,,,,,0.18960238263139548,7,dp_kfc_adam,6,1,2.256824016571045,,,False,4b5d1b8178778b76bcc1b8587ed2181171a488d4044849fa186cf3e13c652913,c2ced2b54c031dd1370e82520b2cd2a7836149e59a6ca8478abc1043da967341
1.0,0.0007490637362934649,0.00015905193028863815,0.21233431126377747,1000.4435424804688,1389.4573974609375,1682.474609375,1952.093994140625,0.0005943631986156106,0.0007197054219432175,0.0009995598811656237,0.00012452142254915088,0.01309209130704403,0.7061225771903992,0.28066080808639526,0.9710655946974043,0.9992865488085709,0.0007134665958584813,0.23881292007384167,0.1459977710538886,1.896048993237638,1.897935625156794,1.9015097208596063,0.17675559409091018,0.07692451162127817,0.04856171197825373,0.05765162231946252,0.00908991034120879,176.75559407034694,166.4182711291481,0.9710655949703546,,,,,,,0.17675559409091018,7,dp_kfc_adam,7,1,2.256183624267578,,,False,37c21415227d26bdaca5c7a47f1324e3168f700288621f4f590e1f10ea9809d0,d2bec1961798f3d29f4db4e83c5f86844c527d9b1bf5bae434d63230006d18a5
1.0,0.0007311002118512988,0.00015239684460762097,0.20844863706265807,1070.663818359375,1426.83544921875,1744.6279296875,1961.807373046875,0.0005731895798817277,0.0007008516695350409,0.0009340008837170899,0.00012861046707257628,0.01330595463514328,0.7025538682937622,0.2840116024017334,0.972908828994618,0.9993241312180058,0.000675881688103249,0.2311891227189176,0.13733550665297103,1.8979572321542546,1.897935625156794,1.9027755265017958,0.16657946788504643,0.07236046619945447,0.05135604057602853,0.05994893142561002,0.008592890849581494,166.57946789074674,156.57356296877336,0.9729088283567103,,,,,,,0.16657946788504643,7,dp_kfc_adam,8,1,2.2577641010284424,,,False,af420c38b58fbe37a3e30f0848a36b180aec8615699ce958071fcbebe0892382,5b3da3535d071fe08ce87c136ad65b2d00e6ad9a8ccbf0455a99b79898a46ba4
1.0,0.0007430875557474792,0.00016377500886612608,0.22039799081439357,1040.215087890625,1406.8406982421875,1741.2774658203125,1923.1307373046875,0.0005742994835600257,0.0007108129793778062,0.000961346086114645,0.00013152669998817146,0.013417142443358898,0.698930025100708,0.2875213027000427,0.9660269062218817,0.9993013363599167,0.0006986811215369422,0.25844151457234277,0.14316015518685637,1.9011411024258635,1.897935625156794,1.9065759797339596,0.1585084506517412,0.07542940513325053,0.05351477507519256,0.06352629714847717,0.01001152207328461,158.50845066680267,148.64922365827258,0.9660269064551056,,,,,,,0.1585084506517412,7,dp_kfc_adam,9,1,2.2448935508728027,,,False,16a6ff9174775709cfdca04c9e63fe3d4f15ff8147f1872cfa825009496e543b,bbba731733b775d1442985df9e5e8cdd76c63e0c8e6daf8a36bf43c2da1f8cb6
1.0,0.000738847185857594,0.0001445311409677143,0.1956171016862175,1033.2005615234375,1427.63720703125,1684.1729736328125,1897.379150390625,0.0005937673849985003,0.0007004583021625876,0.0009678669739514589,0.00013680737174581736,0.01354348286986351,0.6900230646133423,0.2962966561317444,0.9670415449044673,0.9992702539442313,0.0007297645289859018,0.2546186372358402,0.1372331151847156,1.899139359089028,1.897935625156794,1.9038194374312047,0.1517599082824767,0.07230651733685965,0.05691626542539892,0.0652245766692486,0.008308311243849675,151.7599082648292,142.16395082706208,0.9670415446855969,,,,,,,0.1517599082824767,7,dp_kfc_adam,10,1,2.2249975204467773,,,False,88c1c27bec38c83bc24d2c2cefa67b7ce8ef25d9ff104bb4bfe75b585362ddfa,738cf3137e3c85bad5f638fba87153a86f346206eff5a9f5c235c4a637f36209
