clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,method_clip_cosine,cos_method_adam_noisy,cos_method_adam_current_noise_off,noise_degradation_method,method_direction_norm,method_direction_norm_current_noise_off,loss_progress_adam,loss_progress_method,loss_progress_current_noise_off,candidate_loss_adam,candidate_loss_method,candidate_loss_current_noise_off,method_update_norm,seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,batch_hash,noise_hash
1.0,0.0013738577254116535,0.0003132463207048195,0.2280049203120709,577.1094970703125,722.8547973632812,1050.93505859375,1453.738525390625,0.000951539259403944,0.0013834037818014622,0.0017327935202047229,0.0008321359637193382,0.020469095557928085,0.960829496383667,0.01786927320063114,0.9296056340321138,0.9990505941202825,0.0009494767983198445,0.36855578298764835,0.12855120928232325,1.8980261677317174,1.897935625156794,1.9024241075806576,0.19024241786716417,0.0677321230384911,0.9296056338330743,0.031850673756922916,0.4676341524607854,0.43578347870386247,1.9024241075806576,0.1285512092903639,-6.417718954598743,0.02234017932604573,0.3373438084580522,270.8633117675781,2.3024673461914062,2.3023808002471924,0.19024241786716417,42,syn_diag_beta2,1,1,2.3067173957824707,,,True,365f125372508b68c99ac52bbe277d4f02b1bca725c340fa000320eb35bdc3e7,87bcec29b4385eb2c3a1d9f4e7e128db4ab15d48e850d0ab37a3c32bf8098479
1.0,0.0014051152393221855,0.0002772026789573208,0.19728109241683658,578.0533447265625,700.771484375,957.1465454101562,1360.10302734375,0.0010447921231389046,0.001426998758688569,0.0017299478640779853,0.0009145038784481585,0.021233387291431427,0.9627707004547119,0.015081414952874184,0.9301098730630323,0.9989074859991389,0.001092607176452709,0.36728139624583495,0.11335305011172882,1.9019209135688393,1.897935625156794,1.905252473854336,0.1905252542590619,0.05972439139093807,0.9301098731496577,0.03601666423216362,0.5537643911158817,0.5177477268837181,1.9052524738543362,0.11335305011589955,,,,,,,0.1905252542590619,42,syn_diag_beta2,2,1,2.3131816387176514,,,False,1dbfb64c7f28e70a87ee2564f8091689c7599860a414afe9d224b7ef17460956,ae3f050d2990fddaa2bc6d2ca0933580e56fb085dee621bde0d6f02b393e48bb
1.0,0.0014285037759691477,0.00025851839509742234,0.18097144462887033,591.7816772460938,701.3895263671875,925.8225708007812,1083.466552734375,0.001080124406144023,0.0014257417060434818,0.0016898405738174915,0.0009538305457681417,0.02187073603272438,0.9619640111923218,0.015211413614451885,0.9713908968175474,0.9987302341878588,0.0012698140614288219,0.2374862639795182,0.10728574094834022,1.9008806984815423,1.897935625156794,1.9040541185439335,0.1904054189441844,0.056527597420181465,0.971390896879931,0.03371041939054431,0.5396123654464006,0.5059019460558563,1.9040541185439335,0.10728574093853331,,,,,,,0.1904054189441844,42,syn_diag_beta2,3,1,2.3056631088256836,,,False,e30266baa9027f5979bfd36e55124c91ed93fd846bc06dba69dba2cc2086279a,d5d47fe8853f0660e0b1b65c9d46a9459118954ab11e2d499ebfc8f52cba03c5
1.0,0.0013869715621694922,0.0003215533548140354,0.2318384587933028,581.4550170898438,732.4205932617188,970.1781005859375,1254.3944091796875,0.0010307439370080829,0.0013653356581926346,0.0017198408022522926,0.0008672713884152472,0.0200496893376112,0.963384211063385,0.015698829665780067,0.9416852125013585,0.9987626364551919,0.0012374614300112376,0.33649511222924033,0.10774323850353049,1.8961725156124132,1.897935625156794,1.8994322527226823,0.18994323227719415,0.0567686475111993,0.9416852125472135,0.03292543987046471,0.5420484052538651,0.5091229653834004,1.8994322527226826,0.10774323846594121,,,,,,,0.18994323227719415,42,syn_diag_beta2,4,1,2.3010001182556152,,,False,f8a12503f3f4a8e289f8fbc13ae061510696397b196495fc30250632ed31fc9b,bb034a55ac7da3fa3c2780952d6749a7bafebb374db3f9ce317ad3a28d67c392
1.0,0.0014008055441081524,0.0002662183013350046,0.19004658263193194,580.4808349609375,721.8397827148438,916.8070068359375,1155.3599853515625,0.001090749865397811,0.0013853490818291903,0.0017227570060640574,0.0008890263270586729,0.019938815385103226,0.9613289833068848,0.01784316450357437,0.9806218755865045,0.9986303594123486,0.0013696780773777386,0.1959100230220872,0.11098297202893892,1.9031808495662363,1.897935625156794,1.9062275255247745,0.19062275904583503,0.05847562507274809,0.9806218756036068,0.03113510368728898,0.5373798373781646,0.5062447336908756,1.9062275255247743,0.11098297203654393,,,,,,,0.19062275904583503,42,syn_diag_beta2,5,1,2.295041561126709,,,False,33c3b78c677817922687626794cec3c5ee2431fe34ab1e7c962626cbdf890456,53fddc6591757282bf25e8fe9dab0becaad89809769e0eeef1b35c05a6f51056
1.0,0.0013580869417637587,0.00027496207569629853,0.20246279692422525,586.1174926757812,738.2154541015625,1007.3424072265625,1308.033935546875,0.0009927998762577772,0.0013546182308346033,0.0017061855178326368,0.0008427754510194063,0.0196375772356987,0.9583298563957214,0.021189779043197632,0.9690746458798853,0.9987353160324803,0.0012647358931293106,0.24676776676007034,0.11913562267383442,1.8970184432749402,1.897935625156794,1.9003534432425537,0.19003534968066707,0.06277116098915604,0.969074645908599,0.029530497188036166,0.5276239576048803,0.49809346041684416,1.9003534432425537,0.11913562267908452,,,,,,,0.19003534968066707,42,syn_diag_beta2,6,1,2.2974677085876465,,,False,0a6f97f3bf97c9b31ed4f24a479f1d784047c6a545a5e9cdc27d7c1ce831afe8,40a30e2ca390d2855c469165fff3a800e3ccf7d76af28d6a1d55332101ef2aed
1.0,0.0012866395991295576,0.00028711211129843256,0.22314881863874317,619.177978515625,784.73046875,1034.85400390625,1366.26513671875,0.0009663254022598267,0.001274327514693141,0.001615053741261363,0.0007515907054767013,0.01763661578297615,0.9547792673110962,0.02683253586292267,0.9663294978280954,0.9989673357622388,0.001032702084123226,0.25730779550212046,0.11620690608874527,1.9022060923905322,1.897935625156794,1.9055220340192838,0.19055221032119654,0.06122805460226494,0.966329497764882,0.03052821818898672,0.5149867898909828,0.4844585717019961,1.9055220340192838,0.1162069060190879,,,,,,,0.19055221032119654,42,syn_diag_beta2,7,1,2.294201135635376,,,False,f393acdb7da163715c19a38fcae0d8c94d0bcc1423103592b5c2a124bb914ab2,afe5319f0d9157f8344f294c98a0fec28b5c239d3b266ae71bb5354d6a550015
1.0,0.0012983304914087057,0.00024762055063201155,0.1907222828136982,632.0209350585938,769.1806640625,1019.8751220703125,1260.3662109375,0.0009805199224501848,0.0013000851031392813,0.0015822285786271095,0.0007864588405936956,0.019177263602614403,0.9556236863136292,0.02441258728504181,0.974128698268285,0.9988185948333537,0.0011814427737357029,0.22599398047131428,0.11768185942436513,1.8973013567149155,1.897935625156794,1.9005702906166775,0.19005703606545013,0.062005190199525904,0.9741286984090057,0.03281209248305349,0.5427195178009487,0.5099074253178952,1.9005702906166775,0.11768185942762092,,,,,,,0.19005703606545013,42,syn_diag_beta2,8,1,2.294600009918213,,,False,75853206b7a27d5f11210a1dc173e6f8f87e589da69b2de7e8c8bcf7922b1508,63c07ff00deb47f6b008a361a421b1dbacde87bbd845cc32151971ed599e436f
1.0,0.0012944419868290424,0.0002594465524396291,0.20043118751001765,607.6783447265625,784.2137451171875,1044.9234619140625,1279.607666015625,0.0009570079273544252,0.0012751626782119274,0.001645609037950635,0.0007909394335001707,0.018546689301729202,0.9503456354141235,0.03031674586236477,0.9658190382094067,0.9988973515019461,0.001102692340428153,0.2592172552727135,0.11814072199038066,1.9039278890420974,1.897935625156794,1.907409532200866,0.19074096043337554,0.06224695949872296,0.9658190380130928,0.030451518947095475,0.5393410754248755,0.50888955647778,1.907409532200866,0.11814072199177988,,,,,,,0.19074096043337554,42,syn_diag_beta2,9,1,2.2790446281433105,,,False,9eb39b84fdee49292aa72a571277474e28cfec00776e05e1edbebb074c24573a,c6cff9249b4ca64e5b585325a816267fd79da5550f83d10e142b9021bf87f2f9
1.0,0.0012603707145899534,0.000276372979008855,0.21927911138714448,629.2393798828125,794.884765625,1093.44580078125,1337.029296875,0.0009145431686192751,0.0012580456677824259,0.0015892304945737123,0.0007407382363453507,0.017488494515419006,0.947933554649353,0.03383723646402359,0.9676813740298527,0.9989653221084012,0.001034714283377017,0.25217604635372,0.11533955150978735,1.897538637660735,1.897935625156794,1.900948507583054,0.1900948578636341,0.060771055656957826,0.9676813740116866,0.026520722943068866,0.4933801761597064,0.4668594532166376,1.9009485075830541,0.11533955151072393,,,,,,,0.1900948578636341,42,syn_diag_beta2,10,1,2.289645195007324,,,False,508b4084b7c615e55e748c222bdf469b8667b740ad9a8ab2bde9dc323ce8d8be,23e4083db243015d6dfd9934ecb1875a9335ecba5da129e524ef70fa42bd45ff
