clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,cos_method_adam_noisy,cos_method_adam_current_noise_off,noise_degradation_method,method_direction_norm,method_direction_norm_current_noise_off,method_clip_cosine,loss_progress_adam,loss_progress_method,loss_progress_current_noise_off,candidate_loss_adam,candidate_loss_method,candidate_loss_current_noise_off,method_update_norm,seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,batch_hash,noise_hash
1.0,0.0011060172691941261,0.00035490045833596814,0.32088147850616894,642.0652465820312,941.4898681640625,1416.971435546875,2065.49755859375,0.0007057305192574859,0.001062147319316864,0.0015574861317873001,0.0006667207926511765,0.02518274076282978,0.9457873106002808,0.028363186866044998,0.9182210191086408,0.999120520497704,0.0008795515334801152,0.3960683780163215,0.12023588129589252,1.8996006530893275,1.897935625156794,1.9034502029490068,0.0019034498599130782,0.06335087434058577,0.03202159479842406,0.5064039623382643,0.4743823675398403,1.9034502029490068,0.12023588125940239,0.9182210191969652,0.19698230500789304,0.03143926409541107,0.4798662644915227,2.226597785949707,2.3087263107299805,2.3087284564971924,0.0019034498599130782,7,syn_diag,1,1,2.308786153793335,,,True,3d815f4a74928f497f631038d1969090bfdb5fb01885874cb3811426644951a0,33474ec4c6ad409c08769e9e100ef963f9963f858c7ac62a04ce081b49775efd
1.0,0.0011111010098829865,0.000352830937657465,0.3175507420600301,612.283203125,959.9849853515625,1391.595703125,2159.54931640625,0.0007185997674241662,0.001041684183292091,0.0016332317609339952,0.0006618720944970846,0.025439254939556122,0.9479082226753235,0.025990672409534454,0.9587222096409002,0.9989699847649728,0.001030061949118823,0.2843443770151597,0.14301831633483034,1.8977463710895417,1.897935625156794,1.9035376650976443,0.0019035381810644438,0.07535467190724122,0.03600989563638894,0.4555035667406329,0.41949367110424396,1.903537665097644,0.14301831639616364,0.9587222096833622,,,,,,,0.0019035381810644438,7,syn_diag,2,1,2.316497325897217,,,False,98eb5e6e10447bf9b7c127da95c28bfde6022849d4c69f1002d6bb7fc61b983a,71458c7972bd95410714c06e58bc0b7519893ab157bea9c09a3845e70a33473b
1.0,0.0011193265672773123,0.000352050864896728,0.3145202493270346,632.4630126953125,933.3536376953125,1416.270751953125,2120.78564453125,0.0007060848874971271,0.00107141537591815,0.001581120421178639,0.0006481462623924017,0.02535245567560196,0.947262167930603,0.026737216860055923,0.943586739772411,0.9990833405756686,0.0009167112153911133,0.3311254513384428,0.13832923487150492,1.903678893553807,1.897935625156794,1.9088122574689965,0.0019088122869247342,0.07288404993188546,0.03823393979741113,0.5284726819755017,0.49023874217809055,1.9088122574689965,0.13832923492104507,0.9435867396709411,,,,,,,0.0019088122869247342,7,syn_diag,3,1,2.3172621726989746,,,False,86a0a309019d5860c9cb4a25cdd62796b019c92d7ec0a886b7861bfb547f29b9,5d7b0df36785507f12ecf4a4cd002e3e254b6ebf9430ffc16a4ca21db1802fa3
1.0,0.0010928126284852624,0.00037403196983613706,0.34226543623506483,609.5938720703125,983.0079345703125,1441.422119140625,2132.111328125,0.0006937599973753095,0.0010173054179176688,0.0016404364723712206,0.0006224910612218082,0.0237862691283226,0.9498246908187866,0.02576654963195324,0.9465818634827892,0.9990482517329595,0.0009518008833937903,0.3224636037197606,0.1372709612800196,1.8934285701082652,1.897935625156794,1.8981124519186563,0.001898112380240496,0.07232645800017948,0.03133268802567249,0.48624067206495386,0.45490798403928134,1.8981124519186565,0.13727096127150584,0.9465818635529306,,,,,,,0.001898112380240496,7,syn_diag,4,1,2.3134424686431885,,,False,205bb8c09e2a5d148b0b833b7e3c4830242173c5223bf8dd931d59583f33760e,0c7b8e69fef9d30862e49825d53ab7bb4636176906dfb3dc0469788d2ff7c128
1.0,0.0011418720241636038,0.0003988485345957453,0.349293553590662,610.988525390625,930.1535034179688,1469.158935546875,2027.4920654296875,0.0006806685123592615,0.001075096195563674,0.0016366918571293354,0.0006631175056099892,0.025739964097738266,0.9482429623603821,0.02535397559404373,0.9127123682810229,0.998984645985489,0.0010154574498980934,0.4086026588072625,0.13449991198217726,1.8982049598586381,1.897935625156794,1.9030791709638817,0.0019030792285270463,0.07086642465599693,0.03281851984847191,0.4547341686166884,0.4219156487682165,1.9030791709638817,0.1344999119815556,0.9127123681085278,,,,,,,0.0019030792285270463,7,syn_diag,5,1,2.297567844390869,,,False,339ea13d75d0f893a0c1833eb68ed421a11354a12f3fbd78228e67b172c9f57b,912a495853db91dc0d60819e825d225c490502dc5c20ade3594cacfc13c6e8d4
1.0,0.0010792284738272429,0.0003268987475031854,0.3029003783103276,639.5797119140625,973.942626953125,1376.029296875,2098.244140625,0.0007267374312505126,0.0010267554316669703,0.0015635491581633687,0.0006169070256873965,0.024473462253808975,0.9488582611083984,0.026051338762044907,0.9258470995047718,0.9991065665765507,0.0008934999842690499,0.3778983306875193,0.13058648447779128,1.8961421259283051,1.897935625156794,1.900548865764028,0.0019005494315142675,0.06880448564578387,0.03387213959819458,0.5094811227755732,0.47560898317737865,1.9005488657640277,0.1305864845209833,0.9258470994977798,,,,,,,0.0019005494315142675,7,syn_diag,6,1,2.301454544067383,,,False,4b5d1b8178778b76bcc1b8587ed2181171a488d4044849fa186cf3e13c652913,c2ced2b54c031dd1370e82520b2cd2a7836149e59a6ca8478abc1043da967341
1.0,0.0010637335944920778,0.00035059654111066724,0.32959053983799536,617.2533569335938,991.51904296875,1506.91748046875,2145.847412109375,0.0006636240286752582,0.001008560648187995,0.0016201089601963758,0.0006025179754942656,0.022683892399072647,0.9491234421730042,0.027590131387114525,0.9268262510039236,0.9991527711883295,0.0008472877776024151,0.3754904798367478,0.14232212577373604,1.8960489930241842,1.897935625156794,1.9009392134445489,0.001900938944280786,0.07498785727355921,0.03792164759684426,0.5185438610951472,0.4806222134983029,1.9009392134445489,0.14232212576989642,0.9268262509437041,,,,,,,0.001900938944280786,7,syn_diag,7,1,2.314887523651123,,,False,37c21415227d26bdaca5c7a47f1324e3168f700288621f4f590e1f10ea9809d0,d2bec1961798f3d29f4db4e83c5f86844c527d9b1bf5bae434d63230006d18a5
1.0,0.0010793402325361967,0.00033599150878677595,0.31129343534799186,674.3597412109375,950.6348876953125,1428.2142333984375,2099.342529296875,0.0007001759950071573,0.0010519286151975393,0.001482888124883175,0.0006433975649997592,0.02496950328350067,0.9478260278701782,0.026561018079519272,0.9277324904738011,0.9991530463739745,0.0008470117373972579,0.3732457985257135,0.12775092028862128,1.8979572318858324,1.897935625156794,1.9020159193795962,0.0019020164055087439,0.06731046016273608,0.035541668126734434,0.5391098361697835,0.503568168043049,1.902015919379596,0.12775092023130144,0.9277324904492804,,,,,,,0.0019020164055087439,7,syn_diag,8,1,2.3203046321868896,,,False,af420c38b58fbe37a3e30f0848a36b180aec8615699ce958071fcbebe0892382,5b3da3535d071fe08ce87c136ad65b2d00e6ad9a8ccbf0455a99b79898a46ba4
1.0,0.0010949319694191217,0.0003664904552926456,0.33471530503793306,634.0174560546875,975.5317993164062,1400.16796875,2003.9813232421875,0.0007142059039324522,0.001025160774588585,0.0015772506594657898,0.0005946168093942106,0.023937439545989037,0.9489696025848389,0.026498332619667053,0.942576782575544,0.9990283378796607,0.0009717214549340269,0.33398953418923416,0.13995328115846167,1.9011411023195872,1.897935625156794,1.905952078842622,0.0019059529119538486,0.07373974085492283,0.03471458841060793,0.498399535342591,0.4636849469319831,1.905952078842622,0.13995328113663766,0.9425767825311208,,,,,,,0.0019059529119538486,7,syn_diag,9,1,2.3186211585998535,,,False,16a6ff9174775709cfdca04c9e63fe3d4f15ff8147f1872cfa825009496e543b,bbba731733b775d1442985df9e5e8cdd76c63e0c8e6daf8a36bf43c2da1f8cb6
1.0,0.001096896594390273,0.00036330401624544027,0.33121082699124327,618.539794921875,965.140625,1461.562255859375,2144.35205078125,0.0006842004368081689,0.0010361329186707735,0.0016167706344276667,0.0006292434991337359,0.024009333923459053,0.9488532543182373,0.026508215814828873,0.8968170748158242,0.999161954970781,0.0008381305719305192,0.4424015532474889,0.13059516810460828,1.8991393594082548,1.897935625156794,1.9034681659896249,0.0019034685307501745,0.06880906094681194,0.03163425725661609,0.4716891495330449,0.4400548922764288,1.9034681659896249,0.13059516811489985,0.8968170750471653,,,,,,,0.0019034685307501745,7,syn_diag,10,1,2.3033573627471924,,,False,88c1c27bec38c83bc24d2c2cefa67b7ce8ef25d9ff104bb4bfe75b585362ddfa,738cf3137e3c85bad5f638fba87153a86f346206eff5a9f5c235c4a637f36209
