clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,method,step,epoch,train_loss,test_loss,test_accuracy,wall_seconds
1.0,0.205974280834198,0.026686498972085543,0.12956228550339619,4.140470504760742,4.9430646896362305,5.761413097381592,6.456486225128174,0.1735685169696808,0.2023039162158966,0.24151846766471863,0.0028786305338144302,0.06740806251764297,0.8271936178207397,0.10251964628696442,0.9747186164138318,0.8055426182369758,0.19570758750511677,0.22343593895192793,0.10232851684061875,1.8980261676600805,1.897935625156794,1.9007811897798013,0.19007811897798013,0.053915694233365355,dp_sgd,1,1,2.3067173957824707,,,2.329441766254604
1.0,0.20466087758541107,0.02480029797832505,0.12117752074055446,4.183412551879883,4.972909450531006,5.679482460021973,6.059473037719727,0.176072359085083,0.20108948647975922,0.23903940618038177,0.0029697478748857975,0.0675830990076065,0.8256516456604004,0.10379546880722046,0.9824508529053234,0.8014310029911392,0.19946418263696009,0.18652163848989992,0.10773336862588648,1.9019209138711934,1.897935625156794,1.9050238078288695,0.19050238078288695,0.056763447188536514,dp_sgd,2,1,2.3128325939178467,,,2.399368737824261
1.0,0.2050894796848297,0.02603439994067908,0.12694166653289657,4.168779373168945,4.992064476013184,5.686802387237549,6.082517623901367,0.17584572732448578,0.2003180980682373,0.2398805320262909,0.003017632756382227,0.06772983819246292,0.8255321979522705,0.1037202849984169,0.9663106216166463,0.8127741913560567,0.18878267790796552,0.25737867539751086,0.08990097944450971,1.9008806982904833,1.897935625156794,1.9030318384133251,0.19030318384133252,0.04736777067295702,dp_sgd,3,1,2.304802179336548,,,2.4630440212786198
1.0,0.2086670696735382,0.030969668373287643,0.14841666131442488,3.902860641479492,4.956306457519531,5.660648822784424,6.128020763397217,0.17665821313858032,0.2017631232738495,0.2562222480773926,0.0029566653538495302,0.06748774647712708,0.8243005275726318,0.10525509715080261,0.9592349536726031,0.7941871694814492,0.20818485359770417,0.2826098081299339,0.10789420388130914,1.8961725151231545,1.897935625156794,1.899489476300581,0.1899489476300581,0.05684818939648643,dp_sgd,4,1,2.299459218978882,,,2.5284899715334177
1.0,0.2085360288619995,0.027048857444531057,0.1297083208794238,3.9945530891418457,4.924469947814941,5.562361240386963,6.068790435791016,0.1797807514667511,0.20306754112243652,0.2503431439399719,0.002959681674838066,0.06732582300901413,0.8244227170944214,0.10529176145792007,0.9684657826188836,0.8023489611931043,0.19929074613099257,0.24914659920444143,0.09893336646035322,1.903180849235848,1.897935625156794,1.9054696362184351,0.19054696362184353,0.05212682935551511,dp_sgd,5,1,2.2927255630493164,,,2.592946410179138
1.0,0.208538219332695,0.02713037739678616,0.13009786839059578,4.072632789611816,4.898547172546387,5.642861366271973,6.152174949645996,0.17721538245677948,0.20414212346076965,0.24554139375686646,0.002992052584886551,0.06842008978128433,0.8231534957885742,0.10543432831764221,0.9717304537661425,0.7951850591911751,0.2063977142297898,0.23609304357059058,0.10909655131121816,1.8970184432611035,1.897935625156794,1.8996640591451093,0.18996640591451094,0.05748169214229692,dp_sgd,6,1,2.2938244342803955,,,2.656647407449782
1.0,0.20879605412483215,0.02951231009086765,0.14134514747419788,3.971714973449707,4.9788665771484375,5.635830879211426,6.02457857131958,0.17743609845638275,0.20084944367408752,0.2517804205417633,0.0029004067182540894,0.06762837618589401,0.8224434852600098,0.10702770948410034,0.9597356855029497,0.7853274989657767,0.21725102366224092,0.28090463501122004,0.11303326990235989,1.902206092459996,1.897935625156794,1.9054246208170666,0.19054246208170666,0.05955590295269489,dp_sgd,7,1,2.2884883880615234,,,2.7186692841351032
1.0,0.20428627729415894,0.02627064262552295,0.12859720276375253,4.184924125671387,4.997747421264648,5.648094177246094,6.100682735443115,0.17705084383487701,0.20009025931358337,0.23895421624183655,0.0029667969793081284,0.0677986741065979,0.8250255584716797,0.10420894622802734,0.9748899147072122,0.8137083027332764,0.18741865508429376,0.22268734629802733,0.1094051462228306,1.8973013566151726,1.897935625156794,1.9002897076091012,0.19002897076091013,0.057644287178462476,dp_sgd,8,1,2.290585994720459,,,2.7822796795517206
1.0,0.20750384032726288,0.026480930233612424,0.12761657442533625,4.1178059577941895,4.951162338256836,5.598930835723877,6.0176897048950195,0.17860597372055054,0.20197275280952454,0.24284973740577698,0.0030863373540341854,0.06930556893348694,0.822502613067627,0.10510547459125519,0.9752910180239133,0.8127149504329778,0.188406397146156,0.22092403708281874,0.10748835066863816,1.9039278890010012,1.897935625156794,1.906960669089155,0.1906960669089155,0.05663435010326106,dp_sgd,9,1,2.2750329971313477,,,2.84411000367254
1.0,0.2064353972673416,0.025542654274550502,0.12373194692939542,4.122446060180664,4.929760456085205,5.606501579284668,6.060284614562988,0.17836448550224304,0.2028495967388153,0.24257448315620422,0.0029414137825369835,0.06715896725654602,0.8235154151916504,0.10638421773910522,0.976893122341858,0.8062046303082706,0.19492410020951492,0.21372839661638965,0.09484784898406601,1.8975386376560435,1.897935625156794,1.899712735034174,0.18997127350341741,0.04997421815936479,dp_sgd,10,1,2.284726142883301,,,2.9054836547002196
